Order_ID,Customer_ID,Restaurant_ID,Partner_ID,Promo_ID,Order_Date,Order_Status,Payment_Method,Order_Amount,Delivery_Time_Min,Delivery_Rating
52866,10976,20021,30028,40001,2025-03-28,delivered,UPI,2982.88,68,4
52867,10381,20110,30137,40002,2024-08-29,delivered,Wallet,2570.58,84,5
52868,10737,20192,30040,40004,2024-10-11,Pending,Cash,882.21,73,1
52869,10797,20107,30119,40001,2024-02-25,Cancelled,Card,738.56,82,3
52870,10616,20190,30048,40005,2025-07-06,Refunded,UPI,2899.06,83,4
52871,10977,20070,30010,40001,2025-08-31,Pending,Card,2443.97,31,3
52872,10403,20038,30045,40002,2024-04-16,Delivered,Cash,2477.95,85,4
52873,10712,20100,30101,40002,2024-01-07,Refunded,Wallet,2373.25,71,3
52874,10411,20102,30070,40003,2024-01-06,Cancelled,UPI,967.84,89,2
52875,10757,20159,30112,40002,2025-07-10,Delivered,Card,2024.04,80,4
52876,10287,20112,30019,40001,2024-08-13,Cancelled,Wallet,2253.96,89,1
52877,10408,20143,30121,40001,2024-12-14,Refunded,Card,3086.44,43,5
52878,10132,20121,30109,40002,2025-11-20,Refunded,UPI,286.07,44,5
52879,10127,20149,30061,40004,2024-03-08,Cancelled,Card,2494.62,53,4
52880,10308,20063,30029,40001,2024-01-13,Cancelled,Card,1291.69,41,3
52881,10321,20103,30108,40003,2025-12-11,delivered,Card,439.66,67,2
52882,10198,20083,30127,40002,2025-08-09,Refunded,Cash,532.67,46,3
52883,10339,20200,30003,40003,2025-11-28,Delivered,Cash,712.2,82,3
52884,10110,20136,30030,40005,2024-05-31,Cancelled,UPI,2230.61,11,5
52885,10161,20078,30047,40001,2025-01-26,Pending,Cash,353.09,39,1
52886,10894,20114,30091,40005,2024-10-11,Pending,Card,859.99,18,2
52887,10224,20176,30103,40003,2025-10-08,Refunded,Wallet,1293.11,84,5
52888,10127,20199,30129,40004,2024-11-09,Cancelled,UPI,1779.41,74,5
52889,10605,20160,30026,40002,2025-04-19,Delivered,Cash,616.16,30,3
52890,10765,20129,30142,40003,2024-01-30,Delivered,Cash,153.15,76,2
52891,10618,20024,30142,40003,2024-06-29,Pending,Card,2456.22,86,4
52892,10646,20120,30068,40002,2025-06-20,delivered,Card,943.67,47,1
52893,10849,20145,30053,40003,2025-09-28,Refunded,Wallet,1449.54,89,1
52894,10520,20200,30109,40002,2025-08-14,Cancelled,Card,704.56,43,4
52895,10866,20141,30090,40003,2025-12-16,Cancelled,Wallet,1274.45,17,2
52896,10631,20018,30088,40003,2025-07-04,Pending,Wallet,1057.61,58,3
52897,10993,20081,30087,40005,2024-10-17,Delivered,Wallet,1526.38,32,2
52898,10265,20158,30074,40001,2024-09-22,Pending,Wallet,625.0,33,4
52899,10069,20191,30091,40001,2024-05-05,delivered,UPI,469.44,24,4
52900,10142,20101,30131,40002,2025-03-09,delivered,Card,1661.86,10,4
52901,10193,20113,30085,40005,2025-05-21,delivered,Cash,1261.04,17,2
52902,10548,20136,30110,40003,2025-07-22,Pending,Cash,1765.0,66,1
52903,10642,20103,30048,40002,2025-10-13,Pending,Card,1767.05,45,4
52904,10325,20193,30044,40004,2024-11-08,Refunded,Cash,2946.63,67,2
52905,10368,20076,30075,40005,2025-10-03,Pending,Cash,274.4,74,2
52906,10958,20111,30023,40002,2025-05-30,Cancelled,UPI,364.68,67,1
52907,10230,20032,30057,40001,2024-07-03,delivered,Card,843.14,49,5
52908,10221,20010,30084,40004,2024-07-09,delivered,Card,151.69,39,2
52909,10517,20042,30011,40002,2024-09-13,delivered,Card,2343.79,89,2
52910,10569,20185,30013,40001,2025-10-20,Pending,UPI,1922.67,86,3
52911,10024,20066,30122,40001,2025-09-03,Pending,Card,1731.79,70,3
52912,10509,20112,30090,40001,2024-03-07,Pending,Card,1998.88,22,4
52913,10374,20135,30078,40003,2024-12-10,Pending,Cash,2892.61,52,1
52914,10420,20005,30084,40005,2024-03-06,Refunded,Card,2339.34,42,1
52915,10548,20133,30046,40003,2024-07-02,Delivered,Wallet,2328.97,33,4
52916,10178,20048,30149,40001,2025-09-07,Cancelled,Wallet,1127.31,31,3
52917,10012,20139,30088,40005,2025-02-16,Refunded,Cash,2380.94,20,1
52918,10450,20131,30109,40002,2025-12-20,Refunded,Wallet,1937.12,50,4
52919,10717,20093,30061,40001,2024-01-18,Delivered,UPI,1856.87,54,2
52920,10233,20059,30002,40005,2024-07-05,Delivered,Card,1102.8,83,5
52921,10478,20138,30135,40003,2025-01-19,Pending,Wallet,506.2,87,5
52922,10341,20179,30095,40004,2024-05-03,Delivered,UPI,1165.12,73,5
52923,10535,20049,30082,40003,2025-10-16,delivered,Wallet,2614.33,73,4
52924,10463,20044,30120,40001,2025-06-08,Pending,Card,1824.1,78,5
52925,10700,20171,30006,40001,2025-08-09,Cancelled,Card,188.76,28,1
52926,10803,20101,30076,40003,2025-02-13,delivered,Card,758.77,43,1
52927,10420,20096,30007,40003,2024-04-18,delivered,Card,612.59,15,2
52928,10673,20197,30007,40001,2024-06-10,Cancelled,Card,1631.81,52,1
52929,10071,20129,30094,40001,2025-10-09,Delivered,Card,3071.98,14,5
52930,10054,20155,30003,40004,2024-06-21,Cancelled,Wallet,3061.47,71,2
52931,10288,20149,30022,40001,2025-04-28,delivered,Wallet,2611.08,85,4
52932,10763,20008,30131,40002,2024-05-22,Cancelled,UPI,1772.15,30,5
52933,10990,20112,30104,40001,2025-01-24,Refunded,UPI,2998.89,36,1
52934,10662,20058,30001,40005,2025-03-13,Cancelled,Wallet,724.57,15,5
52935,10062,20154,30066,40002,2025-01-22,Pending,UPI,1980.47,65,5
52936,10612,20146,30144,40001,2025-06-21,delivered,Card,275.02,35,5
52937,10335,20089,30067,40004,2024-03-05,Delivered,Wallet,681.65,58,5
52938,10094,20002,30028,40003,2024-05-17,Refunded,Wallet,,66,3
52939,10400,20157,30061,40005,2025-06-18,Delivered,UPI,736.45,41,5
52940,10025,20027,30115,40003,2024-09-01,Delivered,Wallet,2880.68,22,1
52941,10896,20131,30044,40005,2024-08-24,Cancelled,Wallet,2039.1,37,3
52942,10471,20063,30055,40002,2025-06-08,delivered,Card,2246.62,33,3
52943,10111,20175,30045,40002,2025-02-04,delivered,Wallet,1397.8,24,3
52944,10938,20151,30036,40004,2025-07-31,Cancelled,Wallet,2768.71,17,2
52945,10296,20114,30038,40004,2025-10-19,Pending,Card,3162.08,30,2
52946,10266,20164,30100,40001,2024-08-26,Pending,Card,640.55,77,4
52947,10850,20184,30074,40001,2025-01-19,Refunded,UPI,411.08,13,4
52948,10081,20121,30023,40004,2024-02-28,Delivered,Card,1644.69,42,4
52949,10121,20157,30082,40001,2024-09-11,Pending,Wallet,2415.68,18,5
52950,10198,20090,30040,40005,2024-12-20,Pending,Cash,1924.94,24,1
52951,10498,20139,30020,40002,2024-03-20,Cancelled,Cash,2597.87,76,4
52952,10130,20044,30088,40005,2025-07-01,Pending,UPI,2956.98,32,2
52953,10987,20078,30077,40004,2025-05-04,Delivered,UPI,1273.22,55,4
52954,10907,20019,30031,40003,2025-07-18,Pending,Card,2468.11,55,4
52955,10585,20122,30098,40004,2025-02-12,Cancelled,Card,1176.9,14,3
52956,10634,20118,30085,40004,2024-09-13,Refunded,Card,2152.52,81,5
52957,10402,20028,30142,40005,2024-01-29,Delivered,Wallet,399.63,52,2
52958,10601,20175,30101,40002,2025-02-12,Delivered,Cash,2164.6,76,4
52959,10292,20082,30093,40002,2024-09-21,Pending,Card,1406.84,19,4
52960,10054,20028,30037,40004,2024-09-13,Pending,Card,2532.54,75,4
52961,10324,20196,30108,40005,2024-01-03,Pending,UPI,1923.64,55,4
52962,10266,20100,30084,40005,2025-03-02,Delivered,Card,2616.98,41,5
52963,10838,20076,30143,40001,2025-02-01,Cancelled,Cash,1704.01,90,4
52964,10081,20102,30021,40004,2024-03-20,Pending,UPI,1755.29,69,3
52965,10314,20029,30037,40004,2024-09-05,Cancelled,UPI,2759.72,49,3
52966,10117,20172,30020,40003,2024-12-01,Delivered,Wallet,911.94,41,3
52967,10337,20125,30046,40004,2024-01-14,Refunded,UPI,507.39,33,3
52968,10044,20028,30037,40003,2024-09-19,Refunded,Cash,2083.23,44,4
52969,10876,20072,30050,40001,2025-07-09,Refunded,Cash,2652.02,72,3
52970,10025,20173,30060,40004,2025-02-20,delivered,Card,123.8,12,3
52971,10480,20060,30040,40002,2025-06-14,delivered,UPI,2796.27,10,4
52972,10125,20189,30142,40002,2025-07-25,Refunded,Wallet,2523.77,35,1
52973,10739,20155,30079,40001,2025-08-09,Pending,Card,1155.73,25,4
52974,10630,20158,30092,40004,2024-10-01,Delivered,Card,1023.2,19,3
52975,10736,20021,30017,40002,2024-10-13,delivered,UPI,2639.68,35,1
52976,10217,20072,30015,40001,2025-03-24,delivered,Cash,1101.31,17,3
52977,10462,20192,30024,40004,2024-09-27,Refunded,UPI,1477.95,18,4
52978,10743,20005,30030,40004,2025-08-22,Delivered,Card,3087.11,40,5
52979,10010,20003,30130,40003,2024-08-10,delivered,Wallet,765.29,11,2
52980,10892,20044,30080,40003,2024-04-17,Cancelled,Cash,498.77,45,1
52981,10943,20126,30058,40001,2024-01-08,delivered,Wallet,1330.45,87,1
52982,10488,20040,30065,40004,2024-02-21,Refunded,Cash,2480.21,35,1
52983,10632,20146,30103,40001,2024-04-09,Cancelled,Cash,1622.4,85,5
52984,10785,20119,30023,40002,2025-08-26,Cancelled,Cash,3184.8,26,5
52985,10185,20094,30048,40001,2024-02-02,delivered,Card,1175.2,62,1
52986,10201,20123,30045,40001,2025-10-31,Refunded,UPI,2828.19,72,3
52987,10919,20114,30009,40004,2024-10-14,delivered,Wallet,3182.7,65,5
52988,10469,20179,30150,40001,2025-02-22,Delivered,Card,1803.16,44,1
52989,10042,20197,30040,40002,2025-09-29,Pending,Card,1173.76,28,4
52990,10419,20032,30062,40005,2025-07-21,Pending,Cash,3058.07,89,3
52991,10823,20032,30019,40005,2024-03-07,Refunded,Wallet,2285.17,68,1
52992,10466,20146,30031,40004,2024-02-04,delivered,Cash,135.05,24,5
52993,10236,20177,30080,40003,2025-05-04,Delivered,Wallet,1686.49,52,5
52994,10165,20086,30128,40005,2025-09-24,Refunded,Card,1206.54,66,3
52995,10291,20080,30092,40001,2025-01-20,Cancelled,Cash,1581.29,66,4
52996,10974,20157,30019,40003,2025-11-25,Refunded,Cash,1692.31,34,3
52997,10486,20133,30026,40003,2025-05-17,Refunded,Card,1727.91,24,4
52998,10497,20193,30063,40003,2025-01-18,Delivered,Card,2594.32,75,3
52999,10194,20172,30135,40005,2025-01-27,delivered,Cash,903.78,21,5
53000,10781,20068,30149,40005,2025-03-04,Delivered,Card,1672.08,20,3
53001,10826,20059,30083,40003,2024-01-28,delivered,UPI,681.19,35,3
53002,10529,20183,30088,40002,2025-12-06,Pending,Cash,340.35,73,3
53003,10441,20196,30082,40004,2025-11-03,Pending,Card,175.14,30,4
53004,10537,20086,30047,40002,2024-08-31,Pending,UPI,2632.79,31,2
53005,10645,20022,30149,40003,2024-04-28,Cancelled,UPI,2235.07,73,3
53006,10866,20048,30093,40004,2024-12-27,Cancelled,UPI,2426.83,23,5
53007,10515,20114,30022,40004,2025-04-22,Delivered,Card,3082.32,90,4
53008,10964,20198,30045,40002,2024-07-22,Pending,Card,1164.16,65,5
53009,10097,20148,30022,40001,2024-03-23,Cancelled,UPI,964.33,21,4
53010,10911,20145,30063,40001,2024-11-19,Refunded,UPI,728.38,50,4
53011,10502,20103,30127,40004,2024-08-11,Delivered,Wallet,648.09,82,4
53012,10339,20124,30099,40005,2025-02-13,delivered,Card,1934.52,83,5
53013,10008,20137,30018,40003,2024-03-04,Refunded,Wallet,891.78,33,5
53014,10006,20172,30065,40004,2024-08-13,Cancelled,UPI,1519.3,45,3
53015,10878,20093,30134,40003,2025-10-02,Delivered,Cash,2785.83,77,4
53016,10386,20029,30022,40003,2024-05-25,Pending,Cash,2241.99,71,2
53017,10120,20148,30005,40002,2025-10-01,delivered,UPI,1697.63,15,3
53018,10836,20183,30061,40003,2025-12-06,Cancelled,UPI,1811.64,17,3
53019,10553,20064,30149,40002,2024-10-09,Pending,Cash,1627.98,23,5
53020,10058,20057,30016,40001,2024-07-14,Delivered,UPI,2041.64,48,3
53021,10132,20197,30130,40002,2024-07-21,Refunded,Card,1776.48,31,5
53022,10228,20056,30019,40003,2025-01-06,Pending,Wallet,2335.37,15,2
53023,10369,20131,30075,40001,2025-09-29,Refunded,Cash,1071.28,55,5
53024,10752,20014,30070,40002,2024-10-05,Cancelled,Card,1612.6,30,1
53025,10265,20089,30072,40001,2024-06-11,Cancelled,UPI,3172.28,88,1
53026,10625,20047,30138,40004,2024-04-05,Delivered,Wallet,998.73,32,4
53027,10758,20086,30003,40002,2025-01-03,Pending,Wallet,1821.05,87,1
53028,10741,20056,30042,40004,2025-10-14,Pending,UPI,298.49,46,1
53029,10363,20073,30062,40002,2024-01-12,Cancelled,Card,1476.22,16,5
53030,10289,20033,30022,40004,2025-10-03,Refunded,Card,2089.67,19,3
53031,10993,20067,30106,40004,2025-08-04,Refunded,Card,2838.87,55,5
53032,10403,20027,30020,40005,2024-10-21,Pending,UPI,3059.99,68,3
53033,10124,20008,30007,40002,2024-03-04,Delivered,Cash,2878.49,84,3
53034,10294,20004,30023,40005,2024-10-15,delivered,UPI,2424.53,44,1
53035,10702,20050,30113,40005,2025-02-01,delivered,Card,152.52,88,4
53036,10349,20063,30113,40003,2024-01-18,Pending,Wallet,1977.15,33,2
53037,10018,20170,30004,40001,2025-03-31,delivered,Cash,2978.1,26,4
53038,10144,20138,30070,40005,2025-06-01,delivered,UPI,2222.95,87,5
53039,10668,20132,30069,40004,2025-02-03,Refunded,Wallet,2994.3,78,1
53040,10860,20092,30090,40001,2024-08-23,Delivered,Card,1853.95,85,1
53041,10297,20163,30073,40001,2025-06-24,Pending,Wallet,1481.83,67,4
53042,10220,20145,30021,40001,2025-02-07,Cancelled,Wallet,3167.45,90,1
53043,10470,20164,30132,40002,2024-02-10,delivered,Card,2675.91,73,2
53044,10442,20172,30116,40005,2025-08-31,delivered,UPI,1749.49,83,3
53045,10898,20137,30042,40002,2024-11-16,Cancelled,UPI,2961.07,53,5
53046,10561,20012,30067,40002,2024-11-22,Delivered,Card,1708.58,56,1
53047,10899,20098,30072,40004,2024-07-11,Delivered,UPI,2699.35,63,2
53048,10565,20050,30097,40003,2025-03-26,Delivered,Cash,2529.74,89,5
53049,10577,20130,30030,40001,2025-03-22,Delivered,Card,999.75,58,3
53050,10365,20026,30038,40001,2025-12-31,Refunded,Card,2666.7,86,3
53051,10336,20129,30083,40004,2025-10-01,Refunded,Wallet,,46,5
53052,10549,20048,30030,40003,2024-01-08,Cancelled,Cash,1248.62,56,1
53053,10627,20086,30042,40004,2025-12-26,delivered,Cash,352.16,47,1
53054,10387,20142,30127,40004,2025-01-30,Cancelled,UPI,1322.88,73,5
53055,10191,20144,30014,40005,2025-12-26,Cancelled,Card,1372.37,82,5
53056,10727,20119,30119,40005,2025-10-19,Cancelled,UPI,1751.66,87,5
53057,10818,20200,30087,40001,2025-11-09,Refunded,Cash,2697.47,31,4
53058,10460,20047,30006,40005,2024-02-15,Delivered,Card,550.32,19,5
53059,10807,20136,30049,40005,2024-09-14,delivered,UPI,2266.91,22,2
53060,10870,20103,30003,40002,2024-04-01,Cancelled,Card,1356.29,39,3
53061,10878,20177,30070,40001,2024-11-17,Delivered,Wallet,1693.26,23,2
53062,10799,20032,30128,40002,2024-06-22,Pending,Cash,2683.08,55,4
53063,10492,20136,30038,40005,2024-10-11,Pending,Wallet,1462.09,77,1
53064,10679,20162,30108,40004,2025-06-29,delivered,Wallet,3027.54,51,4
53065,10706,20148,30113,40002,2025-07-17,Pending,Wallet,1530.94,82,3
53066,10453,20086,30059,40002,2024-04-19,Refunded,Card,812.96,10,3
53067,10879,20152,30086,40005,2024-08-14,Delivered,Cash,2237.9,45,5
53068,10164,20097,30128,40001,2025-10-02,Cancelled,UPI,1868.37,40,1
53069,10473,20037,30007,40005,2025-03-31,Cancelled,Wallet,2240.42,51,5
53070,10997,20187,30134,40002,2024-07-19,delivered,Cash,198.61,68,5
53071,10500,20133,30112,40004,2025-12-23,Cancelled,Wallet,1096.13,90,1
53072,10444,20130,30069,40001,2025-09-07,Refunded,UPI,2893.55,87,3
53073,10455,20177,30120,40002,2025-10-22,Refunded,Card,2891.14,35,1
53074,10096,20025,30052,40001,2024-12-15,Refunded,UPI,1100.28,62,3
53075,10171,20078,30007,40002,2024-08-05,Cancelled,Card,2912.46,64,2
53076,10066,20132,30017,40004,2025-08-09,delivered,Cash,2363.24,58,1
53077,10682,20104,30132,40002,2024-05-17,delivered,UPI,2742.68,56,4
53078,10826,20152,30109,40002,2024-05-14,Refunded,Wallet,1205.85,47,2
53079,10568,20141,30107,40002,2025-01-26,Delivered,Cash,1286.41,78,5
53080,10013,20193,30010,40005,2024-09-08,Delivered,Card,2177.38,67,4
53081,10690,20040,30115,40002,2025-10-09,Cancelled,Wallet,685.65,67,3
53082,10344,20063,30006,40001,2024-05-16,Delivered,Wallet,1651.39,11,2
53083,10612,20187,30082,40003,2024-12-28,Refunded,Wallet,728.92,80,5
53084,10025,20026,30091,40001,2024-05-17,Pending,Wallet,2559.34,68,1
53085,10363,20145,30007,40001,2024-08-17,Delivered,UPI,2205.8,46,5
53086,10569,20174,30023,40005,2025-11-08,Delivered,Cash,2450.83,85,3
53087,10040,20141,30141,40005,2024-05-10,Cancelled,UPI,2264.43,72,1
53088,10270,20046,30042,40005,2024-03-24,Refunded,Card,1266.11,54,4
53089,10410,20057,30131,40005,2025-05-11,delivered,Wallet,926.64,36,2
53090,10464,20165,30124,40003,2024-09-03,Delivered,Card,2486.18,85,5
53091,10114,20040,30128,40004,2024-02-05,delivered,Card,1336.22,17,5
53092,10631,20077,30124,40003,2025-10-20,Cancelled,Cash,514.27,44,2
53093,10150,20029,30150,40004,2025-01-11,Pending,Card,1245.57,52,3
53094,10785,20180,30120,40004,2024-08-20,Delivered,Cash,707.79,22,4
53095,10460,20008,30122,40001,2024-02-18,delivered,Card,633.47,44,4
53096,10177,20192,30030,40004,2024-03-07,Cancelled,Cash,2344.32,28,1
53097,10987,20016,30116,40005,2025-01-15,Cancelled,UPI,2874.96,11,3
53098,10781,20134,30018,40002,2024-12-09,Refunded,Card,729.89,54,1
53099,10625,20109,30091,40003,2024-04-16,Delivered,Card,408.09,30,1
53100,10344,20151,30083,40004,2024-05-08,delivered,Card,1106.22,30,2
53101,10041,20111,30011,40005,2025-03-01,Pending,Card,278.23,63,4
53102,10517,20189,30045,40002,2025-06-03,Delivered,Cash,2241.33,85,1
53103,10630,20013,30127,40001,2024-12-15,Pending,UPI,457.47,38,5
53104,10332,20004,30009,40003,2024-02-26,Refunded,UPI,1623.31,28,2
53105,10758,20022,30069,40002,2025-03-27,Cancelled,Wallet,2168.77,79,4
53106,10433,20042,30131,40001,2025-07-03,delivered,Cash,3067.65,26,3
53107,10369,20044,30125,40002,2024-09-21,Delivered,Cash,321.61,21,1
53108,10547,20027,30095,40005,2025-05-15,Refunded,Wallet,245.36,26,2
53109,10099,20161,30067,40005,2025-01-06,Cancelled,UPI,1179.37,36,2
53110,10009,20105,30018,40003,2024-08-08,Pending,UPI,1860.93,28,3
53111,10617,20122,30132,40002,2025-07-05,delivered,Cash,455.6,54,1
53112,10095,20059,30124,40003,2025-12-04,delivered,Wallet,1224.95,88,3
53113,10492,20106,30085,40002,2025-07-24,Delivered,Cash,2805.48,12,4
53114,10671,20114,30074,40002,2024-11-29,Pending,Wallet,1394.87,78,4
53115,10826,20063,30023,40002,2025-11-28,delivered,Cash,1904.75,79,1
53116,10557,20026,30025,40001,2024-03-20,Delivered,Wallet,1740.74,81,1
53117,10774,20196,30018,40002,2024-06-01,Cancelled,UPI,1959.73,46,1
53118,10023,20008,30107,40005,2025-09-25,Refunded,Card,761.33,42,3
53119,10569,20170,30047,40002,2024-04-19,Pending,Cash,2761.26,59,5
53120,10073,20135,30088,40003,2024-09-04,Delivered,UPI,2868.64,21,4
53121,10169,20190,30094,40002,2025-12-30,delivered,Card,1060.83,34,3
53122,10969,20167,30093,40003,2024-10-10,Refunded,UPI,1403.12,30,2
53123,10597,20156,30126,40002,2024-06-05,delivered,UPI,2434.0,71,5
53124,10769,20117,30141,40001,2024-10-18,Refunded,Cash,1741.63,28,5
53125,10240,20176,30094,40004,2024-08-22,delivered,Cash,2424.56,45,1
53126,10262,20165,30016,40003,2024-04-09,Refunded,Wallet,2573.76,52,4
53127,10061,20155,30114,40002,2025-10-01,Pending,Wallet,1605.74,41,2
53128,10573,20078,30145,40005,2024-12-07,Pending,Card,1639.9,55,2
53129,10206,20004,30076,40001,2024-10-31,Delivered,UPI,633.13,64,1
53130,10975,20147,30120,40002,2025-11-15,Cancelled,Card,705.7,46,2
53131,10297,20090,30014,40002,2024-08-26,Refunded,UPI,153.03,76,4
53132,10512,20054,30016,40002,2024-08-05,Refunded,Cash,1429.63,67,1
53133,10285,20078,30049,40003,2025-04-26,Cancelled,Wallet,406.14,65,5
53134,10819,20021,30104,40003,2025-10-06,Cancelled,Card,3138.24,65,5
53135,10119,20030,30055,40005,2025-01-06,Cancelled,UPI,2106.44,50,1
53136,10079,20017,30138,40005,2024-06-12,Refunded,Cash,2559.89,55,4
53137,10939,20102,30099,40005,2024-03-26,delivered,Wallet,944.02,64,3
53138,10394,20099,30006,40005,2024-11-11,Cancelled,Cash,2606.13,29,4
53139,10153,20164,30078,40004,2024-12-25,Cancelled,UPI,2040.53,67,5
53140,10085,20095,30040,40001,2024-09-20,delivered,Wallet,1395.02,87,1
53141,10035,20067,30048,40003,2025-02-20,Pending,Cash,2629.95,44,3
53142,10159,20029,30099,40001,2024-11-13,Cancelled,UPI,2135.64,13,2
53143,10095,20073,30014,40001,2025-07-04,Refunded,UPI,360.7,60,5
53144,10301,20116,30043,40003,2024-06-03,Cancelled,Wallet,2558.27,48,4
53145,10367,20076,30143,40002,2025-06-25,Delivered,Card,602.48,60,4
53146,10531,20049,30011,40001,2025-01-03,Refunded,Cash,326.51,81,4
53147,10073,20185,30022,40002,2024-05-30,Delivered,Cash,248.58,52,4
53148,10734,20084,30130,40005,2025-04-24,delivered,Wallet,2921.82,79,5
53149,10048,20093,30135,40003,2024-03-08,Cancelled,UPI,938.29,41,4
53150,10572,20052,30108,40002,2024-05-13,delivered,UPI,2030.32,82,1
53151,10579,20148,30117,40004,2024-02-20,Delivered,UPI,1047.91,32,5
53152,10973,20098,30100,40001,2025-07-15,Refunded,Card,2074.39,49,2
53153,10840,20098,30037,40005,2025-04-19,Cancelled,Cash,2166.57,88,3
53154,10688,20105,30033,40001,2024-01-17,Pending,Wallet,2893.64,39,5
53155,10172,20086,30079,40004,2025-01-25,delivered,Wallet,1900.64,89,2
53156,10850,20117,30047,40002,2024-04-27,Refunded,Card,2169.15,71,2
53157,10949,20120,30032,40001,2024-12-11,Pending,Cash,2716.17,90,2
53158,10646,20139,30100,40003,2025-10-15,Delivered,UPI,2732.36,54,4
53159,10381,20126,30030,40002,2025-12-11,Refunded,UPI,273.12,31,5
53160,10827,20171,30100,40005,2024-06-26,Delivered,Cash,1268.16,71,2
53161,10381,20066,30095,40003,2025-11-22,delivered,UPI,852.98,78,1
53162,10924,20120,30138,40001,2025-03-03,Pending,Wallet,2683.25,48,2
53163,10839,20199,30126,40003,2024-11-06,Cancelled,Cash,726.51,42,3
53164,10298,20090,30131,40002,2024-06-18,Delivered,Card,,71,3
53165,10245,20170,30012,40003,2024-10-25,delivered,Cash,1288.79,32,2
53166,10762,20096,30028,40003,2025-03-20,Cancelled,Cash,2953.35,77,2
53167,10117,20009,30126,40005,2025-07-13,Pending,Wallet,1533.42,52,1
53168,10826,20165,30061,40005,2025-09-18,delivered,Card,778.86,33,1
53169,10696,20183,30008,40005,2024-02-06,Cancelled,UPI,2807.91,83,2
53170,10874,20033,30095,40003,2025-06-18,delivered,Cash,2928.04,46,3
53171,10561,20193,30068,40004,2024-02-09,Pending,Cash,1388.9,33,4
53172,10783,20076,30100,40002,2025-03-11,Refunded,UPI,2230.01,48,1
53173,10912,20096,30116,40001,2025-12-16,Refunded,Cash,3160.13,34,4
53174,10351,20057,30137,40004,2025-01-18,Refunded,Card,1045.67,49,5
53175,10777,20063,30119,40003,2024-11-27,Refunded,Wallet,2370.11,37,3
53176,10786,20065,30144,40004,2024-09-10,Cancelled,Wallet,433.0,46,1
53177,10638,20128,30086,40001,2025-06-26,Delivered,Cash,2551.66,20,1
53178,10353,20190,30150,40004,2024-04-01,Refunded,Wallet,2634.89,73,1
53179,10170,20085,30070,40003,2024-05-29,delivered,Wallet,211.06,22,3
53180,10226,20046,30103,40003,2025-03-20,Delivered,Wallet,197.85,34,2
53181,10586,20104,30081,40001,2025-10-19,Delivered,Card,1211.8,25,1
53182,10156,20030,30048,40005,2024-05-05,Cancelled,UPI,1453.38,84,5
53183,10263,20064,30143,40001,2024-08-15,Delivered,Card,2080.9,41,4
53184,10482,20157,30117,40002,2025-05-10,Pending,UPI,724.3,65,3
53185,10567,20191,30070,40003,2025-12-10,Delivered,Wallet,1789.37,39,5
53186,10297,20117,30065,40005,2025-01-13,Delivered,Cash,181.41,26,2
53187,10406,20151,30018,40002,2025-06-05,Pending,Wallet,2481.38,45,3
53188,10951,20059,30052,40002,2024-11-17,delivered,UPI,239.83,54,5
53189,10280,20174,30117,40001,2025-11-08,delivered,Cash,2817.49,62,4
53190,10080,20133,30045,40004,2025-05-09,delivered,Card,438.73,30,5
53191,10695,20142,30071,40001,2025-09-18,delivered,Wallet,2104.24,84,2
53192,10067,20104,30027,40002,2025-09-24,Pending,Card,2284.52,33,1
53193,10946,20002,30114,40003,2024-01-09,Cancelled,Card,1106.97,85,4
53194,10955,20092,30147,40005,2025-06-02,delivered,Wallet,1409.98,38,5
53195,10156,20078,30132,40005,2025-04-30,Pending,UPI,1509.86,46,1
53196,10010,20142,30024,40001,2024-03-14,Delivered,Wallet,3063.69,46,5
53197,10683,20167,30035,40005,2025-08-15,Refunded,Cash,800.33,62,4
53198,10401,20036,30048,40001,2024-02-09,Cancelled,Wallet,2892.98,24,1
53199,10421,20061,30017,40003,2025-10-11,Pending,Cash,2657.63,35,1
53200,10871,20011,30074,40005,2024-06-13,Pending,Cash,2021.45,87,2
53201,10914,20153,30101,40005,2024-03-20,Pending,Cash,640.58,68,3
53202,10735,20118,30031,40004,2025-02-21,delivered,Card,2954.54,87,1
53203,10014,20004,30076,40003,2024-07-15,Refunded,Wallet,2970.63,47,4
53204,10398,20096,30081,40003,2024-09-20,Pending,Wallet,2862.55,16,2
53205,10077,20055,30065,40004,2025-09-27,Refunded,Cash,2196.83,25,1
53206,10121,20154,30060,40004,2025-03-11,Delivered,UPI,1022.67,70,1
53207,10381,20188,30066,40001,2024-04-27,Cancelled,UPI,682.66,53,1
53208,10507,20117,30091,40005,2024-03-24,delivered,Wallet,2410.3,36,1
53209,10647,20175,30138,40002,2024-01-29,Cancelled,Wallet,2635.65,54,4
53210,10637,20179,30051,40003,2025-01-28,Delivered,Card,1168.36,35,1
53211,10612,20198,30138,40001,2025-12-24,Cancelled,Wallet,2334.35,36,4
53212,10457,20050,30079,40001,2024-03-24,Cancelled,Card,2355.33,27,4
53213,10407,20052,30148,40002,2025-10-18,delivered,UPI,1667.05,86,3
53214,10065,20075,30076,40005,2024-02-12,Pending,Wallet,634.01,57,5
53215,10543,20076,30009,40004,2024-05-18,Pending,Card,2395.49,73,4
53216,10675,20074,30148,40003,2025-11-26,delivered,UPI,2668.53,30,2
53217,10602,20012,30014,40005,2024-02-06,Delivered,Wallet,1282.09,85,5
